"x1y1","x2y1","x3y1","x4y1","x5y1","x6y1","x1y2","x2y2","x3y2","x4y2","x5y2","x6y2","x1y3","x2y3","x3y3","x4y3","x5y3","x6y3","x1y4","x2y4","x3y4","x4y4","x5y4","x6y4","x1y5","x2y5","x3y5","x4y5","x5y5","x6y5","x1y6","x2y6","x3y6","x4y6","x5y6","x6y6","y"
0,0,0,20,134,2,0,0,0,0,101,108,45,151,112,63,80,108,98,47,192,190,203,40,103,204,67,18,9,0,1,10,0,0,0,0,3
0,0,0,0,0,0,0,0,0,31,169,138,2,189,164,167,44,168,58,166,105,203,192,73,6,183,169,10,0,0,0,0,0,0,0,0,8
0,0,0,0,72,8,0,60,0,0,68,140,24,215,4,56,8,159,64,104,136,187,155,64,32,171,84,8,16,0,0,0,0,0,0,0,3
0,0,0,0,118,47,5,11,0,0,38,122,102,63,18,5,41,125,102,15,190,105,150,62,107,176,109,125,112,2,2,14,0,0,0,0,3
0,0,0,0,71,14,0,0,0,0,89,89,39,82,52,20,111,91,105,127,192,166,158,6,43,126,6,36,4,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,13,123,46,6,31,96,133,57,120,90,64,123,138,133,16,95,130,103,0,0,0,0,8,0,0,0,0,8
0,0,0,0,0,0,11,168,0,0,33,40,58,178,196,68,37,153,28,207,189,126,39,179,0,0,7,159,197,46,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,1,0,38,136,116,122,135,24,199,136,117,131,76,18,108,8,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,124,84,0,0,0,15,146,174,120,201,122,47,67,102,230,185,114,0,0,136,38,19,0,0,0,94,33,0,0,8
0,0,0,0,65,2,0,0,0,0,117,88,28,100,27,9,64,114,79,78,193,126,187,16,76,179,57,82,8,0,0,0,0,0,0,0,3
0,0,0,0,152,52,0,0,0,0,52,92,24,47,86,7,114,67,127,73,217,131,157,0,104,181,33,51,2,0,0,0,0,0,0,0,3
0,0,0,0,0,0,31,35,0,0,47,80,99,121,40,0,52,127,43,208,151,16,164,90,0,0,49,166,101,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,39,33,25,108,29,25,159,172,148,58,145,57,80,122,153,37,122,29,159,95,53,119,12,0,53,0,0,0,0,8
0,0,0,27,173,16,0,0,0,2,68,107,52,89,46,50,41,126,123,62,160,137,178,52,92,192,125,66,48,0,2,58,2,0,0,0,3
0,0,0,0,0,0,0,0,0,25,159,62,0,80,55,151,95,109,100,67,163,170,112,2,91,109,104,0,0,0,3,48,0,0,0,0,8
0,0,0,0,0,0,0,0,8,0,26,0,0,152,195,179,220,87,78,204,201,207,173,43,43,144,27,21,101,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,45,85,56,63,0,61,147,213,135,120,78,114,28,166,97,55,107,27,139,76,159,157,44,0,0,0,3,3,0,8
0,0,0,0,0,0,44,75,0,0,0,12,58,81,13,0,0,112,10,141,180,139,110,143,0,27,27,11,25,2,0,0,0,0,0,0,3
0,0,0,0,77,14,0,0,0,0,61,145,6,115,44,88,10,160,61,122,151,193,177,80,38,207,121,19,20,0,0,31,0,0,0,0,3
0,0,0,0,0,0,0,0,0,3,67,21,61,119,65,135,73,104,30,110,176,144,140,7,0,21,78,0,0,0,0,12,8,0,0,0,8
0,23,15,0,0,0,2,151,147,0,0,0,42,71,128,79,126,90,63,32,143,87,28,167,50,24,94,161,191,56,0,8,1,5,7,0,8
2,103,19,0,0,0,44,107,2,1,17,34,64,47,3,151,35,150,30,144,168,127,36,132,0,21,20,139,173,24,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,12,144,116,0,92,159,179,112,132,16,155,112,124,92,4,52,144,128,0,0,0,8,80,0,0,0,0,8
0,1,0,0,0,0,0,120,31,75,154,30,24,81,130,61,6,114,47,134,192,84,15,126,0,80,4,120,188,28,0,0,0,0,0,0,8
0,0,0,25,131,6,0,0,0,0,50,97,11,69,24,35,14,125,100,51,151,88,129,62,99,160,99,134,65,0,1,16,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,135,163,0,60,179,132,175,132,20,155,64,191,88,4,24,171,147,32,0,0,0,92,48,0,0,0,8
0,0,0,0,0,0,0,0,0,46,89,0,0,0,1,65,67,0,0,1,107,80,17,0,0,49,51,0,0,0,0,53,11,0,0,0,8
0,0,0,32,71,0,0,0,0,13,122,20,1,145,29,63,67,69,46,152,91,115,159,16,0,143,138,80,15,0,0,76,16,0,0,0,3
0,0,0,0,64,5,0,0,0,0,87,102,126,10,155,17,43,125,105,23,211,123,175,32,66,193,30,9,2,0,0,0,0,0,0,0,3
0,5,0,0,0,0,0,0,0,55,168,66,0,45,48,171,80,110,8,73,191,204,132,8,4,144,158,0,0,0,0,80,36,0,0,0,8
0,0,0,0,0,0,0,0,0,34,152,96,0,151,113,171,40,147,19,117,161,196,177,50,38,170,124,0,0,0,0,23,0,0,0,0,8
0,0,0,36,74,0,10,76,53,28,165,0,48,114,147,0,134,13,5,154,190,13,150,0,0,89,114,124,147,0,0,0,0,73,41,0,3
0,0,0,0,0,0,0,0,0,1,23,0,3,98,131,181,98,89,59,49,125,25,92,70,11,59,91,0,0,0,0,0,1,0,0,0,8
0,0,0,0,0,0,0,50,34,71,0,36,0,162,37,152,0,124,0,181,131,184,121,132,0,68,91,10,47,5,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,66,44,75,104,0,89,105,176,175,132,2,144,59,134,128,42,3,178,143,2,0,0,10,157,7,0,0,0,8
0,0,0,0,0,0,0,15,29,63,0,113,47,136,99,79,11,148,35,138,188,106,134,70,0,127,97,99,92,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,75,42,155,97,0,85,104,223,97,97,11,147,31,107,112,14,95,64,114,3,0,0,39,23,63,0,0,0,8
0,100,0,0,0,0,0,140,1,40,12,4,14,139,138,142,28,116,12,176,66,127,35,112,0,0,0,176,163,14,0,0,0,23,13,0,3
0,0,0,0,33,7,15,60,0,0,61,52,93,74,177,15,51,111,104,169,192,67,96,64,3,54,8,172,176,12,0,0,0,0,0,0,3
0,0,2,2,10,31,0,0,85,75,57,120,99,81,127,74,97,85,11,192,194,63,153,33,0,138,178,168,163,0,0,1,0,47,20,0,3
0,0,0,0,0,0,0,0,0,17,96,45,6,129,146,161,91,122,102,64,120,133,163,33,26,40,128,0,0,0,0,19,81,0,0,0,8
0,10,0,0,0,0,0,183,2,0,0,0,0,138,0,22,84,0,0,100,82,118,135,30,0,3,77,6,9,125,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,16,142,102,0,27,107,157,91,60,24,138,120,142,72,0,108,50,49,0,0,0,14,22,0,0,0,0,8
0,0,0,0,0,65,0,4,0,142,9,150,0,118,50,196,87,78,0,168,137,172,130,0,0,218,95,0,0,0,0,86,3,0,0,0,3
0,0,0,0,0,4,0,0,0,0,110,65,1,148,177,83,127,82,84,102,21,241,154,29,105,51,49,93,0,0,3,34,23,38,0,0,8
0,12,100,0,0,0,0,110,205,77,0,0,0,201,192,249,158,0,18,243,102,196,226,23,21,99,0,110,251,29,0,0,0,9,114,9,8
0,0,0,0,0,0,0,53,155,1,0,0,0,148,120,148,126,76,0,196,163,151,28,138,0,134,12,28,92,57,0,0,0,0,0,0,8
0,0,0,0,0,0,0,49,40,0,65,95,20,175,175,158,216,147,17,123,108,225,174,29,0,113,131,30,40,0,26,115,0,0,0,0,8
0,0,0,0,0,0,0,5,4,21,0,60,0,82,101,119,0,92,0,117,89,46,117,83,0,126,2,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,56,57,0,80,137,130,181,113,47,120,133,202,150,23,90,89,98,0,1,0,0,44,0,0,0,0,8
0,0,0,0,7,0,80,2,0,5,164,2,138,4,99,5,118,31,57,163,195,74,101,51,0,0,3,107,126,6,0,0,0,0,0,0,3
0,0,0,0,13,65,0,11,0,0,61,167,24,158,32,63,93,78,53,94,128,81,131,1,29,170,136,103,1,0,0,53,4,0,0,0,3
0,0,0,0,34,98,0,110,2,4,67,159,2,151,83,57,122,44,25,137,181,47,157,0,49,190,128,110,10,0,0,28,2,0,0,0,3
0,0,0,0,15,2,0,0,0,24,230,85,0,70,127,139,168,69,19,120,131,137,106,1,101,128,57,2,0,0,58,81,0,0,0,0,8
0,0,0,0,12,60,0,0,4,1,124,111,0,58,100,16,179,28,9,102,147,41,93,0,41,150,153,107,0,0,10,91,0,0,0,0,3
0,0,0,0,0,0,0,0,0,7,117,77,0,70,159,169,75,140,30,150,118,145,161,61,30,109,132,0,0,0,0,54,24,0,0,0,8
0,0,0,0,0,0,0,3,0,0,0,19,0,95,42,84,1,140,42,149,101,95,126,42,12,31,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,3,107,100,0,81,120,167,127,79,54,86,89,84,26,0,40,97,107,0,0,0,0,25,0,0,0,0,8
0,0,0,0,0,93,0,0,68,34,18,116,5,18,128,61,117,42,47,108,185,163,140,0,20,198,93,26,2,0,0,41,0,0,0,0,3
0,0,0,0,0,0,0,8,25,0,11,0,29,138,136,142,133,113,82,54,199,39,67,80,0,47,101,131,105,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,4,0,7,49,2,70,133,118,125,110,101,109,136,118,61,62,86,2,1,0,132,144,3,0,0,0,7,10,0,8
0,0,0,0,0,14,0,0,3,118,0,113,0,119,89,116,34,113,0,158,191,115,148,5,0,128,39,101,13,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,6,36,0,78,49,0,136,119,174,130,120,14,113,35,143,77,17,6,49,129,5,0,0,0,85,45,0,0,0,8
0,0,0,0,0,0,0,7,94,21,53,0,0,76,64,185,113,0,0,107,64,131,119,0,0,7,89,3,59,0,0,76,12,0,0,0,8
0,0,0,0,0,0,0,49,93,5,6,0,0,86,57,119,91,58,40,126,127,46,0,82,3,30,0,47,92,46,0,0,0,0,0,0,8
0,0,0,0,0,84,0,2,1,16,0,151,0,120,96,138,46,119,0,162,154,128,162,10,0,203,137,123,24,0,0,30,3,0,0,0,3
0,0,0,0,0,38,0,0,44,115,1,143,33,56,167,109,82,89,36,189,231,93,175,2,7,209,87,198,33,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,30,7,89,0,119,0,154,95,186,40,126,0,181,174,152,162,21,0,189,75,198,92,0,0,0,0,0,0,0,3
0,0,0,0,0,69,0,23,2,87,11,136,0,149,12,161,118,51,22,131,115,190,111,0,55,184,125,0,0,0,0,30,1,0,0,0,3
0,8,0,11,42,0,61,118,52,82,191,7,90,145,107,83,111,44,101,219,144,2,68,76,13,24,164,26,113,71,0,0,29,160,152,0,3
0,0,0,0,94,13,0,0,2,1,94,94,23,66,145,49,48,125,119,191,234,79,174,55,29,72,54,130,39,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,18,134,82,0,98,140,192,135,126,22,145,176,72,51,1,39,219,45,0,0,0,0,25,0,0,0,0,8
0,0,0,0,0,0,0,47,7,0,0,0,5,134,141,59,92,71,18,156,131,154,135,129,10,22,0,0,46,17,0,0,0,0,0,0,8
0,0,0,0,70,5,0,0,0,0,76,100,20,52,133,14,49,113,112,75,219,133,177,19,88,203,46,43,7,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,28,142,110,0,26,72,193,135,117,9,165,194,88,38,0,59,135,134,0,0,0,8,109,12,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,4,139,127,127,117,31,27,177,124,149,22,128,0,9,0,14,77,20,0,0,0,0,0,0,8
0,0,0,0,93,19,0,0,14,37,84,93,13,27,123,81,95,71,113,139,232,156,186,13,82,171,32,96,16,0,0,0,0,7,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,9,158,92,13,39,9,33,154,155,171,190,145,0,48,2,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,41,151,116,0,73,137,226,179,113,13,166,187,60,17,0,58,173,78,0,0,0,1,103,2,0,0,0,8
0,0,0,0,0,0,0,56,74,0,0,0,2,101,101,123,100,41,52,132,114,125,15,117,6,36,0,60,108,12,0,0,0,0,0,0,8
0,0,0,0,99,7,0,0,6,12,93,90,0,3,104,80,78,95,87,81,227,155,184,13,91,191,27,61,9,0,0,0,0,0,0,0,3
0,4,0,0,0,0,0,230,56,0,0,0,0,159,169,161,185,119,0,164,126,197,69,173,0,119,139,6,116,129,0,0,0,0,0,0,8
0,0,0,0,0,0,0,7,0,0,2,0,34,101,94,73,82,67,0,105,149,74,2,75,0,7,5,16,87,57,0,0,0,0,0,0,8
0,0,0,0,0,0,0,1,0,19,39,1,5,183,149,91,70,123,60,204,92,131,113,108,6,16,0,6,26,0,0,0,0,0,0,0,8
0,0,0,0,0,0,8,114,4,33,155,44,56,82,117,116,10,163,62,150,199,107,53,150,7,84,3,118,155,18,0,0,0,0,0,0,3
0,0,0,0,0,0,0,135,205,74,93,17,1,221,218,252,252,155,40,250,197,246,244,168,3,175,243,64,161,54,30,165,58,0,0,0,8
0,0,0,0,0,0,0,22,123,42,64,11,8,176,105,240,93,141,26,81,183,161,84,155,0,88,95,13,92,25,0,106,3,0,0,0,8
0,0,6,0,0,0,0,68,93,9,0,11,0,108,166,17,0,95,0,152,136,80,2,127,0,0,4,166,113,23,0,0,0,11,2,0,3
0,0,0,0,0,0,0,0,0,7,114,45,3,177,156,159,100,162,45,122,96,166,132,29,9,97,167,1,0,0,0,64,13,0,0,0,8
0,0,0,0,0,0,0,40,0,4,81,16,25,216,162,161,117,124,56,169,150,181,130,174,21,214,91,0,41,43,0,0,0,0,0,0,8
0,0,0,0,10,0,19,10,30,2,131,69,88,32,192,13,48,121,123,142,173,133,179,37,44,91,0,52,27,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,13,17,88,165,57,0,169,208,224,165,207,0,162,192,63,116,26,0,182,122,0,0,0,0,194,8,0,0,0,8
0,0,0,0,0,0,0,9,8,7,111,53,0,164,170,158,93,171,29,149,111,207,179,42,64,94,170,4,0,0,22,56,23,0,0,0,8
0,0,0,0,0,0,0,0,0,0,16,0,43,124,25,129,160,97,81,60,221,132,156,18,4,154,13,37,0,0,0,0,0,0,0,0,8
0,0,0,0,27,1,0,0,18,0,104,91,36,26,186,0,70,104,124,144,215,110,189,17,59,104,15,91,23,0,0,0,0,0,0,0,3
0,0,0,1,0,0,0,0,0,21,120,39,0,136,183,203,122,174,31,143,171,128,152,49,42,199,114,0,0,0,0,85,1,0,0,0,8
0,22,39,0,0,0,0,144,100,61,9,0,35,76,54,200,143,50,86,38,102,118,11,107,35,18,42,77,134,69,0,0,0,0,58,7,8
0,0,0,0,0,0,0,0,0,0,17,6,4,102,108,70,82,80,92,35,55,131,101,46,6,53,110,0,0,0,0,1,3,0,0,0,8
0,0,0,0,0,0,0,54,0,0,0,0,0,142,147,0,0,86,0,90,103,151,144,64,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,11,61,0,0,0,31,28,131,58,0,0,132,57,78,100,98,58,209,182,194,15,60,177,25,19,10,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,20,137,81,0,49,67,186,109,157,26,226,232,206,174,31,33,238,45,0,0,0,0,19,0,0,0,0,8
0,0,0,0,0,0,0,0,8,16,129,71,0,133,163,176,56,155,27,135,111,121,145,28,50,157,132,0,0,0,0,13,2,0,0,0,8
0,0,0,0,0,0,0,0,0,33,173,108,2,176,183,182,36,171,54,130,127,167,181,66,23,181,161,0,0,0,0,83,44,0,0,0,8
0,0,0,0,0,0,17,63,8,4,28,59,124,67,159,119,65,119,62,198,155,157,171,57,0,17,5,23,132,2,0,0,0,0,0,0,3
0,0,0,0,40,4,0,0,3,33,110,112,0,0,82,96,108,69,50,10,175,171,116,0,103,162,55,0,0,0,4,20,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,29,30,146,53,13,4,126,28,172,168,141,150,58,0,2,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,95,35,0,0,9,0,120,111,7,8,172,0,135,60,91,86,224,84,183,0,118,192,75,138,18,0,3,5,0,0,0,0,3
0,0,0,0,0,0,0,22,2,0,15,32,23,83,105,97,106,75,46,0,59,102,108,46,43,99,58,0,0,0,0,0,0,0,0,0,8
0,0,0,0,18,2,0,0,53,47,101,99,1,13,173,45,56,119,77,129,171,178,190,34,113,179,7,45,24,0,5,3,0,0,0,0,3
0,0,0,0,0,0,0,0,0,93,162,89,0,93,168,175,67,155,18,168,155,131,128,22,34,187,146,0,0,0,0,29,26,0,0,0,8
0,0,0,0,81,7,0,0,36,16,82,105,1,0,153,38,95,99,108,40,217,128,182,15,126,204,39,78,52,0,15,23,0,0,0,0,3
0,0,0,0,23,3,25,84,0,0,188,60,104,110,134,37,108,121,95,237,199,169,86,99,13,163,5,157,232,17,0,0,0,5,21,0,3
0,72,1,0,0,16,0,153,26,111,20,185,38,123,154,122,5,123,64,182,236,94,0,84,5,91,47,167,65,156,0,0,0,33,100,30,3
0,0,0,0,0,0,0,56,4,0,0,0,12,119,114,33,74,14,38,115,139,148,81,118,0,0,1,0,40,49,0,0,0,0,0,0,8
0,0,0,0,0,0,0,10,8,4,0,34,0,87,124,91,2,126,0,143,120,96,137,37,0,41,1,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,5,7,124,128,0,136,214,237,229,130,33,205,194,111,77,10,46,252,121,0,0,0,0,30,4,0,0,0,8
0,0,0,0,0,0,0,40,7,0,66,29,12,203,102,104,85,171,58,223,230,68,177,101,1,14,73,192,94,1,0,0,0,0,0,0,3
0,0,0,0,10,42,0,75,64,112,84,154,1,179,155,115,37,177,30,177,243,88,103,116,60,233,100,196,174,6,4,26,1,61,14,0,3
0,0,0,0,87,61,0,53,23,40,136,103,20,167,133,95,61,93,80,121,226,37,142,41,97,232,162,194,119,0,4,35,0,0,0,0,3
0,0,0,0,18,19,0,0,29,36,219,105,0,75,172,247,213,46,0,176,130,103,31,0,0,204,191,1,0,0,0,105,33,0,0,0,8
0,0,0,0,0,0,0,0,4,5,112,102,0,119,170,208,146,150,33,138,96,159,133,15,24,181,178,2,0,0,0,41,55,0,0,0,8
0,0,0,0,0,0,0,2,55,2,97,126,0,159,152,220,145,177,50,120,138,158,161,35,30,204,147,0,0,0,0,103,11,0,0,0,8
0,0,0,0,31,0,0,0,0,39,196,0,0,0,86,190,114,0,0,41,165,62,0,0,0,114,132,0,0,0,0,52,40,0,0,0,8
0,0,0,0,0,44,0,93,17,99,10,61,2,192,47,135,0,99,51,128,214,100,148,77,22,123,25,82,15,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,4,110,128,0,32,113,180,108,136,3,149,165,103,107,6,44,230,85,0,0,0,0,48,1,0,0,0,8
1,81,0,0,0,0,1,124,37,0,0,0,0,113,135,15,98,0,0,0,104,21,141,1,0,0,47,140,143,0,0,0,0,33,12,0,3
0,5,31,0,0,0,0,139,107,7,110,54,0,191,139,229,107,176,0,215,67,219,222,186,0,167,211,19,25,12,0,18,23,0,0,0,8
0,0,0,0,58,94,12,11,26,26,35,127,117,95,182,59,22,127,104,153,237,33,152,46,47,142,41,160,99,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,7,40,0,39,8,0,135,167,150,105,133,31,127,89,159,129,116,20,49,119,0,9,1,0,21,6,0,0,0,8
0,0,2,0,0,13,0,110,56,65,0,66,0,172,31,168,1,132,21,152,176,148,112,89,32,166,32,85,55,0,0,0,0,0,0,0,3
5,0,0,0,0,0,84,61,10,0,81,58,111,41,195,13,84,81,43,172,157,46,167,15,0,0,38,190,132,0,0,0,0,20,0,0,3
0,0,0,0,0,0,0,14,0,49,139,30,81,75,44,6,24,106,117,124,146,0,76,61,5,23,76,122,98,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,13,11,116,0,38,0,134,97,161,1,141,0,192,186,163,148,74,0,170,23,48,19,0,0,0,0,0,0,0,3
0,0,0,0,21,0,0,0,0,27,197,0,0,0,22,138,120,0,0,115,157,135,53,0,0,136,137,0,0,0,0,93,9,0,0,0,8
0,0,0,0,0,0,0,0,0,8,153,121,0,35,134,187,170,26,0,115,79,96,0,0,0,106,145,0,0,0,0,106,16,0,0,0,8
0,0,0,0,0,0,0,26,0,27,18,0,0,192,150,117,93,120,0,126,159,129,128,146,0,50,120,0,0,0,0,0,11,0,0,0,8
